DT_CODE,Area_Name,Age,Total_P,Total_M,Total_F,Rural,Rural_M,Rural_F,Urban,Urban_M,Urban_F
487,District - Narmada (20),23,9198,4705,4493,8011,4092,3919,1187,613,574
488,District - Bharuch (21),23,26906,14594,12312,17093,9393,7700,9813,5201,4612
489,District - The Dangs (22),23,3687,1708,1979,3312,1532,1780,375,176,199
490,District - Navsari   (23),23,22977,11917,11060,15228,7857,7371,7749,4060,3689
491,District - Valsad (24),23,29266,15391,13875,17106,8638,8468,12160,6753,5407
492,District - Surat (25),23,130577,75807,54770,21875,11895,9980,108702,63912,44790
493,District - Tapi (26),23,13356,6584,6772,11821,5790,6031,1535,794,741
468,District - Kachchh (01),24,38737,20737,18000,24162,13149,11013,14575,7588,6987
469,District - Banas Kantha (02),24,49060,24081,24979,41898,20457,21441,7162,3624,3538
470,District - Patan   (03),24,20693,10274,10419,16041,7867,8174,4652,2407,2245
471,District - Mahesana (04),24,33958,17139,16819,24686,12510,12176,9272,4629,4643
472,District - Sabar Kantha (05),24,39379,19721,19658,33146,16574,16572,6233,3147,3086
473,District - Gandhinagar (06),24,25033,12678,12355,13366,6758,6608,11667,5920,5747
474,District - Ahmadabad (07),24,134110,68779,65331,17789,9059,8730,116321,59720,56601
475,District - Surendranagar (08),24,29043,14773,14270,20009,10105,9904,9034,4668,4366
476,District - Rajkot (09),24,69630,34477,35153,27396,13268,14128,42234,21209,21025
477,District - Jamnagar (10),24,37648,19072,18576,19958,10042,9916,17690,9030,8660
478,District - Porbandar  (11),24,9519,4962,4557,4639,2406,2233,4880,2556,2324
479,District - Junagadh (12),24,45400,23160,22240,29542,15046,14496,15858,8114,7744
480,District - Amreli (13),24,23206,11429,11777,16781,8144,8637,6425,3285,3140
481,District - Bhavnagar (14),24,46976,24408,22568,25331,12888,12443,21645,11520,10125
482,District - Anand   (15),24,35468,18278,17190,23965,12393,11572,11503,5885,5618
483,District - Kheda (16),24,36986,18898,18088,28004,14250,13754,8982,4648,4334
484,District - Panch Mahals (17),24,38699,19459,19240,32542,16351,16191,6157,3108,3049
485,District - Dohad   (18),24,33149,15412,17737,29816,13781,16035,3333,1631,1702
486,District - Vadodara (19),24,70906,36240,34666,32777,16689,16088,38129,19551,18578
487,District - Narmada (20),24,9240,4622,4618,8136,4056,4080,1104,566,538
488,District - Bharuch (21),24,26980,14392,12588,17135,9249,7886,9845,5143,4702
489,District - The Dangs (22),24,3638,1746,1892,3259,1547,1712,379,199,180
490,District - Navsari   (23),24,23600,12262,11338,15557,8072,7485,8043,4190,3853
491,District - Valsad (24),24,30549,16133,14416,17372,8936,8436,13177,7197,5980
492,District - Surat (25),24,134808,78338,56470,22268,12103,10165,112540,66235,46305
493,District - Tapi (26),24,14072,6940,7132,12545,6171,6374,1527,769,758
468,District - Kachchh (01),25,52508,29055,23453,34215,19573,14642,18293,9482,8811
469,District - Banas Kantha (02),25,68522,39185,29337,58720,34037,24683,9802,5148,4654
470,District - Patan   (03),25,29911,16838,13073,23237,13354,9883,6674,3484,3190
471,District - Mahesana (04),25,45060,24463,20597,33535,18482,15053,11525,5981,5544
472,District - Sabar Kantha (05),25,49140,26980,22160,41373,22968,18405,7767,4012,3755
473,District - Gandhinagar (06),25,32035,16883,15152,17734,9537,8197,14301,7346,6955
474,District - Ahmadabad (07),25,166230,86236,79994,23918,13374,10544,142312,72862,69450
475,District - Surendranagar (08),25,35875,19561,16314,25081,13839,11242,10794,5722,5072
476,District - Rajkot (09),25,86653,45411,41242,33228,17628,15600,53425,27783,25642
477,District - Jamnagar (10),25,49505,26376,23129,26077,14380,11697,23428,11996,11432
478,District - Porbandar  (11),25,12414,6478,5936,6006,3189,2817,6408,3289,3119
479,District - Junagadh (12),25,56622,30047,26575,36984,20045,16939,19638,10002,9636
480,District - Amreli (13),25,30502,16392,14110,22132,12016,10116,8370,4376,3994
481,District - Bhavnagar (14),25,60093,32995,27098,33190,18400,14790,26903,14595,12308
482,District - Anand   (15),25,43285,23408,19877,29872,16495,13377,13413,6913,6500
483,District - Kheda (16),25,46208,25061,21147,35269,19398,15871,10939,5663,5276
484,District - Panch Mahals (17),25,47307,26628,20679,40254,22989,17265,7053,3639,3414
485,District - Dohad   (18),25,39730,22236,17494,35861,20279,15582,3869,1957,1912
486,District - Vadodara (19),25,84661,44710,39951,40834,22487,18347,43827,22223,21604
487,District - Narmada (20),25,10663,5695,4968,9350,5032,4318,1313,663,650
488,District - Bharuch (21),25,30922,16619,14303,19668,10764,8904,11254,5855,5399
489,District - The Dangs (22),25,4167,2055,2112,3788,1882,1906,379,173,206
490,District - Navsari   (23),25,26439,14051,12388,17021,9052,7969,9418,4999,4419
491,District - Valsad (24),25,36573,19568,17005,20694,10810,9884,15879,8758,7121
492,District - Surat (25),25,170839,100212,70627,26861,15032,11829,143978,85180,58798
493,District - Tapi (26),25,15696,7919,7777,13949,7036,6913,1747,883,864
468,District - Kachchh (01),26,38587,20983,17604,24079,13281,10798,14508,7702,6806
469,District - Banas Kantha (02),26,48859,25557,23302,41810,21966,19844,7049,3591,3458
470,District - Patan   (03),26,20716,10858,9858,15900,8379,7521,4816,2479,2337
471,District - Mahesana (04),26,33025,17251,15774,23968,12620,11348,9057,4631,4426
472,District - Sabar Kantha (05),26,37919,19634,18285,31791,16438,15353,6128,3196,2932
473,District - Gandhinagar (06),26,24549,12883,11666,13121,6930,6191,11428,5953,5475
474,District - Ahmadabad (07),26,135189,69884,65305,17615,9267,8348,117574,60617,56957
475,District - Surendranagar (08),26,28449,15005,13444,19586,10303,9283,8863,4702,4161
476,District - Rajkot (09),26,69275,35969,33306,26113,13716,12397,43162,22253,20909
477,District - Jamnagar (10),26,37303,19486,17817,19497,10325,9172,17806,9161,8645
478,District - Porbandar  (11),26,9472,4921,4551,4632,2438,2194,4840,2483,2357
479,District - Junagadh (12),26,43543,22528,21015,28188,14586,13602,15355,7942,7413
480,District - Amreli (13),26,21570,11146,10424,15591,8038,7553,5979,3108,2871
481,District - Bhavnagar (14),26,45986,24468,21518,24967,13134,11833,21019,11334,9685
482,District - Anand   (15),26,35476,18784,16692,23997,12727,11270,11479,6057,5422
483,District - Kheda (16),26,36324,19140,17184,27387,14468,12919,8937,4672,4265
484,District - Panch Mahals (17),26,37446,19895,17551,31478,16765,14713,5968,3130,2838
485,District - Dohad   (18),26,31844,16326,15518,28526,14662,13864,3318,1664,1654
486,District - Vadodara (19),26,70667,36581,34086,32034,16733,15301,38633,19848,18785
487,District - Narmada (20),26,8895,4607,4288,7794,4048,3746,1101,559,542
488,District - Bharuch (21),26,26138,13999,12139,16441,8863,7578,9697,5136,4561
489,District - The Dangs (22),26,3448,1677,1771,3062,1489,1573,386,188,198
490,District - Navsari   (23),26,23033,12051,10982,15004,7776,7228,8029,4275,3754
491,District - Valsad (24),26,29810,15857,13953,16838,8728,8110,12972,7129,5843
492,District - Surat (25),26,135455,78335,57120,21741,12032,9709,113714,66303,47411
493,District - Tapi (26),26,13303,6732,6571,11821,5932,5889,1482,800,682
468,District - Kachchh (01),27,33445,18178,15267,20605,11328,9277,12840,6850,5990
469,District - Banas Kantha (02),27,41173,21247,19926,34915,18027,16888,6258,3220,3038
470,District - Patan   (03),27,17874,9400,8474,13736,7294,6442,4138,2106,2032
471,District - Mahesana (04),27,29628,15347,14281,21086,10985,10101,8542,4362,4180
472,District - Sabar Kantha (05),27,33087,17168,15919,27664,14449,13215,5423,2719,2704
473,District - Gandhinagar (06),27,21910,11359,10551,11492,6029,5463,10418,5330,5088
474,District - Ahmadabad (07),27,122247,63480,58767,15298,8033,7265,106949,55447,51502
475,District - Surendranagar (08),27,25782,13716,12066,17590,9314,8276,8192,4402,3790
476,District - Rajkot (09),27,62882,32305,30577,23708,12178,11530,39174,20127,19047
477,District - Jamnagar (10),27,32248,16980,15268,16462,8734,7728,15786,8246,7540
478,District - Porbandar  (11),27,8793,4611,4182,4145,2211,1934,4648,2400,2248
479,District - Junagadh (12),27,39541,20447,19094,25542,13291,12251,13999,7156,6843
480,District - Amreli (13),27,19467,10176,9291,13808,7233,6575,5659,2943,2716
481,District - Bhavnagar (14),27,40507,21367,19140,21605,11319,10286,18902,10048,8854
482,District - Anand   (15),27,31175,16402,14773,20717,10934,9783,10458,5468,4990
483,District - Kheda (16),27,32258,16739,15519,24153,12579,11574,8105,4160,3945
484,District - Panch Mahals (17),27,32355,16747,15608,26961,13942,13019,5394,2805,2589
485,District - Dohad   (18),27,26872,13248,13624,24042,11787,12255,2830,1461,1369
486,District - Vadodara (19),27,64332,32931,31401,28619,14749,13870,35713,18182,17531
487,District - Narmada (20),27,8018,4107,3911,7045,3612,3433,973,495,478
488,District - Bharuch (21),27,23621,12359,11262,14834,7833,7001,8787,4526,4261
489,District - The Dangs (22),27,3039,1485,1554,2723,1347,1376,316,138,178
490,District - Navsari   (23),27,21068,11002,10066,13839,7196,6643,7229,3806,3423
491,District - Valsad (24),27,26773,14003,12770,15080,7642,7438,11693,6361,5332
492,District - Surat (25),27,119845,68153,51692,19460,10625,8835,100385,57528,42857
493,District - Tapi (26),27,12028,6018,6010,10698,5322,5376,1330,696,634
468,District - Kachchh (01),28,40322,20678,19644,25566,13093,12473,14756,7585,7171
469,District - Banas Kantha (02),28,58686,27281,31405,50849,23575,27274,7837,3706,4131
470,District - Patan   (03),28,24535,11494,13041,19403,9015,10388,5132,2479,2653
471,District - Mahesana (04),28,36422,17483,18939,26949,12846,14103,9473,4637,4836
472,District - Sabar Kantha (05),28,42877,20399,22478,36601,17341,19260,6276,3058,3218
473,District - Gandhinagar (06),28,26093,12754,13339,14577,7118,7459,11516,5636,5880
474,District - Ahmadabad (07),28,137251,68659,68592,20165,9503,10662,117086,59156,57930
475,District - Surendranagar (08),28,31436,15248,16188,22304,10650,11654,9132,4598,4534
476,District - Rajkot (09),28,72034,35693,36341,27455,13609,13846,44579,22084,22495
477,District - Jamnagar (10),28,39113,19140,19973,21190,10363,10827,17923,8777,9146
478,District - Porbandar  (11),28,10088,5079,5009,5068,2520,2548,5020,2559,2461
479,District - Junagadh (12),28,48190,23868,24322,32262,16039,16223,15928,7829,8099
480,District - Amreli (13),28,25168,12026,13142,18388,8719,9669,6780,3307,3473
481,District - Bhavnagar (14),28,51394,25503,25891,29356,14250,15106,22038,11253,10785
482,District - Anand   (15),28,37505,18657,18848,26255,13028,13227,11250,5629,5621
483,District - Kheda (16),28,40186,19690,20496,31081,15042,16039,9105,4648,4457
484,District - Panch Mahals (17),28,41827,20168,21659,35950,17276,18674,5877,2892,2985
485,District - Dohad   (18),28,36790,17396,19394,33452,15755,17697,3338,1641,1697
486,District - Vadodara (19),28,75522,37189,38333,36919,17855,19064,38603,19334,19269
487,District - Narmada (20),28,9407,4496,4911,8355,3965,4390,1052,531,521
488,District - Bharuch (21),28,26786,13556,13230,17277,8746,8531,9509,4810,4699
489,District - The Dangs (22),28,3954,1870,2084,3544,1684,1860,410,186,224
490,District - Navsari   (23),28,23633,12082,11551,15558,7862,7696,8075,4220,3855
491,District - Valsad (24),28,31137,15853,15284,17931,8704,9227,13206,7149,6057
492,District - Surat (25),28,139092,77982,61110,22884,11890,10994,116208,66092,50116
493,District - Tapi (26),28,14018,6745,7273,12589,6047,6542,1429,698,731
468,District - Kachchh (01),29,28417,14993,13424,16781,8865,7916,11636,6128,5508
469,District - Banas Kantha (02),29,35132,17309,17823,29726,14546,15180,5406,2763,2643
470,District - Patan   (03),29,15610,7920,7690,11811,5976,5835,3799,1944,1855
471,District - Mahesana (04),29,25621,13099,12522,17609,9106,8503,8012,3993,4019
472,District - Sabar Kantha (05),29,29767,15178,14589,24675,12637,12038,5092,2541,2551
473,District - Gandhinagar (06),29,19825,10217,9608,10271,5328,4943,9554,4889,4665
474,District - Ahmadabad (07),29,116098,59926,56172,14133,7299,6834,101965,52627,49338
475,District - Surendranagar (08),29,22292,11366,10926,15271,7753,7518,7021,3613,3408
476,District - Rajkot (09),29,56595,29135,27460,20487,10655,9832,36108,18480,17628
477,District - Jamnagar (10),29,28654,14466,14188,14147,7139,7008,14507,7327,7180
478,District - Porbandar  (11),29,7662,3937,3725,3606,1852,1754,4056,2085,1971
479,District - Junagadh (12),29,34706,17704,17002,22138,11363,10775,12568,6341,6227
480,District - Amreli (13),29,17383,8686,8697,12055,6011,6044,5328,2675,2653
481,District - Bhavnagar (14),29,36465,18996,17469,19162,9918,9244,17303,9078,8225
482,District - Anand   (15),29,28591,14791,13800,18950,9786,9164,9641,5005,4636
483,District - Kheda (16),29,30500,15596,14904,22604,11586,11018,7896,4010,3886
484,District - Panch Mahals (17),29,29325,14620,14705,24423,12127,12296,4902,2493,2409
485,District - Dohad   (18),29,25572,11699,13873,23038,10443,12595,2534,1256,1278
486,District - Vadodara (19),29,60461,30712,29749,26625,13433,13192,33836,17279,16557
487,District - Narmada (20),29,7533,3827,3706,6702,3420,3282,831,407,424
488,District - Bharuch (21),29,23150,12165,10985,14468,7607,6861,8682,4558,4124
489,District - The Dangs (22),29,2812,1422,1390,2504,1260,1244,308,162,146
490,District - Navsari   (23),29,19984,10453,9531,13384,6895,6489,6600,3558,3042
491,District - Valsad (24),29,26083,13472,12611,14904,7347,7557,11179,6125,5054
492,District - Surat (25),29,107706,60243,47463,18205,9734,8471,89501,50509,38992
493,District - Tapi (26),29,11603,5768,5835,10275,5107,5168,1328,661,667
468,District - Kachchh (01),30,53949,29357,24592,34952,19239,15713,18997,10118,8879
469,District - Banas Kantha (02),30,74797,40839,33958,64276,35486,28790,10521,5353,5168
470,District - Patan   (03),30,32825,17950,14875,25888,14315,11573,6937,3635,3302
471,District - Mahesana (04),30,47652,25191,22461,35909,19173,16736,11743,6018,5725
472,District - Sabar Kantha (05),30,52779,27683,25096,44719,23595,21124,8060,4088,3972
473,District - Gandhinagar (06),30,33816,17747,16069,19282,10269,9013,14534,7478,7056
474,District - Ahmadabad (07),30,174109,90781,83328,27006,14579,12427,147103,76202,70901
475,District - Surendranagar (08),30,39010,20746,18264,27800,14859,12941,11210,5887,5323
476,District - Rajkot (09),30,89284,47007,42277,33923,18053,15870,55361,28954,26407
477,District - Jamnagar (10),30,53310,28194,25116,27755,15102,12653,25555,13092,12463
478,District - Porbandar  (11),30,13943,7127,6816,6982,3631,3351,6961,3496,3465
479,District - Junagadh (12),30,62295,32308,29987,41632,21931,19701,20663,10377,10286
480,District - Amreli (13),30,33111,17839,15272,24335,13279,11056,8776,4560,4216
481,District - Bhavnagar (14),30,63663,34079,29584,35639,19133,16506,28024,14946,13078
482,District - Anand   (15),30,46790,24437,22353,33228,17503,15725,13562,6934,6628
483,District - Kheda (16),30,50617,26467,24150,39602,20913,18689,11015,5554,5461
484,District - Panch Mahals (17),30,51182,27805,23377,44096,24240,19856,7086,3565,3521
485,District - Dohad   (18),30,43334,24097,19237,39387,22153,17234,3947,1944,2003
486,District - Vadodara (19),30,92328,48503,43825,46286,24800,21486,46042,23703,22339
487,District - Narmada (20),30,11808,6056,5752,10534,5411,5123,1274,645,629
488,District - Bharuch (21),30,33086,17065,16021,21363,11097,10266,11723,5968,5755
489,District - The Dangs (22),30,4392,2215,2177,3897,1972,1925,495,243,252
490,District - Navsari   (23),30,27317,14195,13122,17901,9121,8780,9416,5074,4342
491,District - Valsad (24),30,39917,21122,18795,23055,11866,11189,16862,9256,7606
492,District - Surat (25),30,172063,99260,72803,28030,15282,12748,144033,83978,60055
493,District - Tapi (26),30,16438,8288,8150,14830,7500,7330,1608,788,820
468,District - Kachchh (01),31,27013,14848,12165,16021,8973,7048,10992,5875,5117
469,District - Banas Kantha (02),31,32445,16961,15484,27302,14247,13055,5143,2714,2429
470,District - Patan   (03),31,14511,7683,6828,10980,5822,5158,3531,1861,1670
471,District - Mahesana (04),31,24195,12732,11463,16773,8913,7860,7422,3819,3603
472,District - Sabar Kantha (05),31,27808,14691,13117,23026,12267,10759,4782,2424,2358
473,District - Gandhinagar (06),31,18817,9864,8953,9792,5166,4626,9025,4698,4327
474,District - Ahmadabad (07),31,111590,58432,53158,13651,7288,6363,97939,51144,46795
475,District - Surendranagar (08),31,20908,11261,9647,14240,7760,6480,6668,3501,3167
476,District - Rajkot (09),31,55463,29450,26013,20373,11013,9360,35090,18437,16653
477,District - Jamnagar (10),31,28263,14919,13344,13949,7468,6481,14314,7451,6863
478,District - Porbandar  (11),31,7967,4059,3908,3813,1964,1849,4154,2095,2059
479,District - Junagadh (12),31,34493,18005,16488,22134,11677,10457,12359,6328,6031
480,District - Amreli (13),31,16751,8642,8109,11795,6116,5679,4956,2526,2430
481,District - Bhavnagar (14),31,35147,18740,16407,18637,9897,8740,16510,8843,7667
482,District - Anand   (15),31,28482,15078,13404,18911,10101,8810,9571,4977,4594
483,District - Kheda (16),31,29854,15784,14070,22277,11871,10406,7577,3913,3664
484,District - Panch Mahals (17),31,28548,14938,13610,23773,12436,11337,4775,2502,2273
485,District - Dohad   (18),31,23554,12025,11529,21068,10773,10295,2486,1252,1234
486,District - Vadodara (19),31,57941,30016,27925,25243,13180,12063,32698,16836,15862
487,District - Narmada (20),31,7175,3743,3432,6362,3336,3026,813,407,406
488,District - Bharuch (21),31,22088,11591,10497,13767,7310,6457,8321,4281,4040
489,District - The Dangs (22),31,2535,1348,1187,2224,1183,1041,311,165,146
490,District - Navsari   (23),31,19766,10353,9413,13067,6757,6310,6699,3596,3103
491,District - Valsad (24),31,24989,13054,11935,14237,7178,7059,10752,5876,4876
492,District - Surat (25),31,102609,57960,44649,17319,9262,8057,85290,48698,36592
493,District - Tapi (26),31,10674,5380,5294,9409,4727,4682,1265,653,612
468,District - Kachchh (01),32,32987,17810,15177,20681,11192,9489,12306,6618,5688
469,District - Banas Kantha (02),32,47541,24258,23283,40709,20832,19877,6832,3426,3406
470,District - Patan   (03),32,20851,10562,10289,16389,8321,8068,4462,2241,2221
471,District - Mahesana (04),32,32246,15979,16267,23810,11796,12014,8436,4183,4253
472,District - Sabar Kantha (05),32,37679,18956,18723,31829,16041,15788,5850,2915,2935
473,District - Gandhinagar (06),32,23028,11636,11392,12910,6450,6460,10118,5186,4932
474,District - Ahmadabad (07),32,116700,59505,57195,16946,8456,8490,99754,51049,48705
475,District - Surendranagar (08),32,26219,13711,12508,18473,9677,8796,7746,4034,3712
476,District - Rajkot (09),32,61200,31676,29524,23761,12384,11377,37439,19292,18147
477,District - Jamnagar (10),32,33204,17097,16107,17606,9147,8459,15598,7950,7648
478,District - Porbandar  (11),32,8998,4570,4428,4553,2276,2277,4445,2294,2151
479,District - Junagadh (12),32,43029,21759,21270,29077,14727,14350,13952,7032,6920
480,District - Amreli (13),32,21861,11109,10752,16000,8104,7896,5861,3005,2856
481,District - Bhavnagar (14),32,42805,21919,20886,23857,12125,11732,18948,9794,9154
482,District - Anand   (15),32,34464,17663,16801,24248,12417,11831,10216,5246,4970
483,District - Kheda (16),32,36323,18284,18039,28080,14101,13979,8243,4183,4060
484,District - Panch Mahals (17),32,36223,18552,17671,30937,15874,15063,5286,2678,2608
485,District - Dohad   (18),32,29265,14916,14349,26443,13498,12945,2822,1418,1404
486,District - Vadodara (19),32,66954,33917,33037,32927,16672,16255,34027,17245,16782
487,District - Narmada (20),32,8632,4203,4429,7700,3747,3953,932,456,476
488,District - Bharuch (21),32,24011,12191,11820,15594,7975,7619,8417,4216,4201
489,District - The Dangs (22),32,2890,1403,1487,2551,1229,1322,339,174,165
490,District - Navsari   (23),32,21145,10712,10433,14296,7142,7154,6849,3570,3279
491,District - Valsad (24),32,27259,13973,13286,16093,7873,8220,11166,6100,5066
492,District - Surat (25),32,111512,62831,48681,20101,10446,9655,91411,52385,39026
493,District - Tapi (26),32,12586,6110,6476,11291,5447,5844,1295,663,632
468,District - Kachchh (01),33,25017,12754,12263,15379,7687,7692,9638,5067,4571
469,District - Banas Kantha (02),33,38032,16942,21090,32783,14442,18341,5249,2500,2749
470,District - Patan   (03),33,15762,7080,8682,12405,5506,6899,3357,1574,1783
471,District - Mahesana (04),33,25326,11889,13437,18547,8562,9985,6779,3327,3452
472,District - Sabar Kantha (05),33,30931,14288,16643,26096,11938,14158,4835,2350,2485
473,District - Gandhinagar (06),33,17927,8631,9296,9771,4548,5223,8156,4083,4073
474,District - Ahmadabad (07),33,95123,47505,47618,13805,6250,7555,81318,41255,40063
475,District - Surendranagar (08),33,21555,10173,11382,15420,7112,8308,6135,3061,3074
476,District - Rajkot (09),33,49741,24273,25468,19747,9406,10341,29994,14867,15127
477,District - Jamnagar (10),33,26680,12763,13917,14535,6771,7764,12145,5992,6153
478,District - Porbandar  (11),33,7404,3533,3871,3772,1746,2026,3632,1787,1845
479,District - Junagadh (12),33,35294,16662,18632,23777,11152,12625,11517,5510,6007
480,District - Amreli (13),33,17665,8090,9575,13085,5892,7193,4580,2198,2382
481,District - Bhavnagar (14),33,34677,16404,18273,19911,9000,10911,14766,7404,7362
482,District - Anand   (15),33,27392,13277,14115,19153,9197,9956,8239,4080,4159
483,District - Kheda (16),33,29270,13612,15658,22579,10239,12340,6691,3373,3318
484,District - Panch Mahals (17),33,29240,13674,15566,24898,11534,13364,4342,2140,2202
485,District - Dohad   (18),33,24293,11031,13262,21930,9929,12001,2363,1102,1261
486,District - Vadodara (19),33,54842,26392,28450,26303,12105,14198,28539,14287,14252
487,District - Narmada (20),33,7381,3593,3788,6566,3154,3412,815,439,376
488,District - Bharuch (21),33,19677,9924,9753,12748,6457,6291,6929,3467,3462
489,District - The Dangs (22),33,2355,1102,1253,2109,978,1131,246,124,122
490,District - Navsari   (23),33,18051,9173,8878,12448,6244,6204,5603,2929,2674
491,District - Valsad (24),33,22172,11282,10890,13271,6550,6721,8901,4732,4169
492,District - Surat (25),33,84951,45671,39280,16203,8030,8173,68748,37641,31107
493,District - Tapi (26),33,10428,4926,5502,9358,4392,4966,1070,534,536
468,District - Kachchh (01),34,24612,13007,11605,14237,7431,6806,10375,5576,4799
469,District - Banas Kantha (02),34,35626,16957,18669,30152,14196,15956,5474,2761,2713
470,District - Patan   (03),34,15623,7658,7965,11892,5784,6108,3731,1874,1857
471,District - Mahesana (04),34,25920,12828,13092,18126,8902,9224,7794,3926,3868
472,District - Sabar Kantha (05),34,31478,15200,16278,26512,12780,13732,4966,2420,2546
473,District - Gandhinagar (06),34,19537,10014,9523,10362,5336,5026,9175,4678,4497
474,District - Ahmadabad (07),34,106609,54716,51893,13687,6728,6959,92922,47988,44934
475,District - Surendranagar (08),34,20692,10105,10587,14409,6921,7488,6283,3184,3099
476,District - Rajkot (09),34,49312,24629,24683,18783,9217,9566,30529,15412,15117
477,District - Jamnagar (10),34,26411,13101,13310,13620,6567,7053,12791,6534,6257
478,District - Porbandar  (11),34,7402,3664,3738,3552,1732,1820,3850,1932,1918
479,District - Junagadh (12),34,35656,17575,18081,23550,11582,11968,12106,5993,6113
480,District - Amreli (13),34,17429,8436,8993,12424,5953,6471,5005,2483,2522
481,District - Bhavnagar (14),34,34387,17171,17216,18519,9050,9469,15868,8121,7747
482,District - Anand   (15),34,29974,15201,14773,20330,10284,10046,9644,4917,4727
483,District - Kheda (16),34,32074,16090,15984,24437,12275,12162,7637,3815,3822
484,District - Panch Mahals (17),34,30138,14297,15841,25433,11955,13478,4705,2342,2363
485,District - Dohad   (18),34,25333,11147,14186,22812,9937,12875,2521,1210,1311
486,District - Vadodara (19),34,61009,30487,30522,28512,14125,14387,32497,16362,16135
487,District - Narmada (20),34,7932,4003,3929,7069,3546,3523,863,457,406
488,District - Bharuch (21),34,22575,11396,11179,14168,7152,7016,8407,4244,4163
489,District - The Dangs (22),34,2541,1222,1319,2257,1088,1169,284,134,150
490,District - Navsari   (23),34,19787,9993,9794,13647,6831,6816,6140,3162,2978
491,District - Valsad (24),34,25529,13184,12345,14910,7591,7319,10619,5593,5026
492,District - Surat (25),34,92817,51194,41623,17914,9310,8604,74903,41884,33019
493,District - Tapi (26),34,11926,5888,6038,10640,5238,5402,1286,650,636
468,District - Kachchh (01),35,46449,26286,20163,29839,17174,12665,16610,9112,7498
469,District - Banas Kantha (02),35,62228,36543,25685,52894,31556,21338,9334,4987,4347
470,District - Patan   (03),35,28852,16698,12154,22338,13121,9217,6514,3577,2937
471,District - Mahesana (04),35,44290,24589,19701,33568,18885,14683,10722,5704,5018
472,District - Sabar Kantha (05),35,47687,26716,20971,40243,22789,17454,7444,3927,3517
473,District - Gandhinagar (06),35,31211,17111,14100,18176,10249,7927,13035,6862,6173
474,District - Ahmadabad (07),35,153376,82465,70911,24420,14141,10279,128956,68324,60632
475,District - Surendranagar (08),35,33343,18913,14430,23423,13572,9851,9920,5341,4579
476,District - Rajkot (09),35,79147,43476,35671,30158,16992,13166,48989,26484,22505
477,District - Jamnagar (10),35,48554,27097,21457,25274,14729,10545,23280,12368,10912
478,District - Porbandar  (11),35,13258,7035,6223,6546,3576,2970,6712,3459,3253
479,District - Junagadh (12),35,58882,32436,26446,39255,22167,17088,19627,10269,9358
480,District - Amreli (13),35,31207,17930,13277,22782,13262,9520,8425,4668,3757
481,District - Bhavnagar (14),35,57230,32417,24813,31172,18029,13143,26058,14388,11670
482,District - Anand   (15),35,44219,24415,19804,31567,17832,13735,12652,6583,6069
483,District - Kheda (16),35,47911,26639,21272,37644,21227,16417,10267,5412,4855
484,District - Panch Mahals (17),35,45232,25994,19238,38584,22561,16023,6648,3433,3215
