DT_CODE,Area_Name,Age,Total_P,Total_M,Total_F,Rural,Rural_M,Rural_F,Urban,Urban_M,Urban_F
488,District - Bharuch (21),47,14748,7711,7037,9358,4863,4495,5390,2848,2542
489,District - The Dangs (22),47,1824,911,913,1624,811,813,200,100,100
490,District - Navsari   (23),47,14302,7150,7152,9969,4948,5021,4333,2202,2131
491,District - Valsad (24),47,14585,7408,7177,9226,4533,4693,5359,2875,2484
492,District - Surat (25),47,47604,25337,22267,11181,5576,5605,36423,19761,16662
493,District - Tapi (26),47,8746,4240,4506,7953,3824,4129,793,416,377
468,District - Kachchh (01),48,18852,8881,9971,11770,5334,6436,7082,3547,3535
469,District - Banas Kantha (02),48,31066,13000,18066,26868,11011,15857,4198,1989,2209
470,District - Patan   (03),48,14752,6381,8371,11466,4741,6725,3286,1640,1646
471,District - Mahesana (04),48,23926,11065,12861,17621,8010,9611,6305,3055,3250
472,District - Sabar Kantha (05),48,29323,13114,16209,25105,11050,14055,4218,2064,2154
473,District - Gandhinagar (06),48,15576,7320,8256,8501,3841,4660,7075,3479,3596
474,District - Ahmadabad (07),48,77931,38304,39627,11842,5306,6536,66089,32998,33091
475,District - Surendranagar (08),48,19142,8710,10432,13432,5926,7506,5710,2784,2926
476,District - Rajkot (09),48,42718,20250,22468,18254,8212,10042,24464,12038,12426
477,District - Jamnagar (10),48,22047,10017,12030,12671,5394,7277,9376,4623,4753
478,District - Porbandar  (11),48,6121,2925,3196,3164,1448,1716,2957,1477,1480
479,District - Junagadh (12),48,30663,14243,16420,20709,9367,11342,9954,4876,5078
480,District - Amreli (13),48,16866,7364,9502,12810,5464,7346,4056,1900,2156
481,District - Bhavnagar (14),48,29286,13310,15976,17004,7297,9707,12282,6013,6269
482,District - Anand   (15),48,24659,11893,12766,17223,8246,8977,7436,3647,3789
483,District - Kheda (16),48,26354,12283,14071,20450,9386,11064,5904,2897,3007
484,District - Panch Mahals (17),48,26156,11495,14661,22498,9641,12857,3658,1854,1804
485,District - Dohad   (18),48,19942,8692,11250,17872,7710,10162,2070,982,1088
486,District - Vadodara (19),48,49497,23572,25925,24728,11194,13534,24769,12378,12391
487,District - Narmada (20),48,6451,3050,3401,5718,2679,3039,733,371,362
488,District - Bharuch (21),48,17215,8755,8460,11463,5630,5833,5752,3125,2627
489,District - The Dangs (22),48,2583,1136,1447,2318,1010,1308,265,126,139
490,District - Navsari   (23),48,16756,8018,8738,11971,5630,6341,4785,2388,2397
491,District - Valsad (24),48,18292,9046,9246,12175,5808,6367,6117,3238,2879
492,District - Surat (25),48,55361,28760,26601,14052,6642,7410,41309,22118,19191
493,District - Tapi (26),48,10870,5116,5754,9958,4686,5272,912,430,482
468,District - Kachchh (01),49,13214,6919,6295,7451,3823,3628,5763,3096,2667
469,District - Banas Kantha (02),49,16710,8000,8710,13840,6476,7364,2870,1524,1346
470,District - Patan   (03),49,8746,4449,4297,6354,3148,3206,2392,1301,1091
471,District - Mahesana (04),49,15483,7976,7507,10448,5341,5107,5035,2635,2400
472,District - Sabar Kantha (05),49,17926,9241,8685,14717,7554,7163,3209,1687,1522
473,District - Gandhinagar (06),49,11497,6054,5443,5483,2847,2636,6014,3207,2807
474,District - Ahmadabad (07),49,68341,35785,32556,7887,4040,3847,60454,31745,28709
475,District - Surendranagar (08),49,12688,6446,6242,8416,4207,4209,4272,2239,2033
476,District - Rajkot (09),49,32422,16652,15770,12449,6284,6165,19973,10368,9605
477,District - Jamnagar (10),49,16433,8448,7985,8150,4036,4114,8283,4412,3871
478,District - Porbandar  (11),49,4660,2460,2200,2172,1124,1048,2488,1336,1152
479,District - Junagadh (12),49,20942,10762,10180,13002,6539,6463,7940,4223,3717
480,District - Amreli (13),49,11476,5841,5635,8098,4114,3984,3378,1727,1651
481,District - Bhavnagar (14),49,20307,10352,9955,10513,5267,5246,9794,5085,4709
482,District - Anand   (15),49,17832,9425,8407,11492,6110,5382,6340,3315,3025
483,District - Kheda (16),49,19614,10226,9388,14372,7525,6847,5242,2701,2541
484,District - Panch Mahals (17),49,16741,8233,8508,13882,6661,7221,2859,1572,1287
485,District - Dohad   (18),49,13314,6009,7305,11675,5173,6502,1639,836,803
486,District - Vadodara (19),49,39736,20594,19142,17166,8816,8350,22570,11778,10792
487,District - Narmada (20),49,4781,2501,2280,4187,2187,2000,594,314,280
488,District - Bharuch (21),49,14623,7830,6793,9228,4869,4359,5395,2961,2434
489,District - The Dangs (22),49,1741,877,864,1556,777,779,185,100,85
490,District - Navsari   (23),49,13688,7036,6652,9363,4797,4566,4325,2239,2086
491,District - Valsad (24),49,15213,8032,7181,9580,4929,4651,5633,3103,2530
492,District - Surat (25),49,45805,25429,20376,10571,5486,5085,35234,19943,15291
493,District - Tapi (26),49,8147,4031,4116,7355,3633,3722,792,398,394
468,District - Kachchh (01),50,34497,18561,15936,22924,12491,10433,11573,6070,5503
469,District - Banas Kantha (02),50,48690,26797,21893,41807,23286,18521,6883,3511,3372
470,District - Patan   (03),50,24220,12898,11322,19029,10266,8763,5191,2632,2559
471,District - Mahesana (04),50,37911,19287,18624,29158,14866,14292,8753,4421,4332
472,District - Sabar Kantha (05),50,41977,21488,20489,35887,18518,17369,6090,2970,3120
473,District - Gandhinagar (06),50,24805,12424,12381,14628,7295,7333,10177,5129,5048
474,District - Ahmadabad (07),50,117177,60812,56365,19699,10663,9036,97478,50149,47329
475,District - Surendranagar (08),50,28184,15349,12835,19661,10956,8705,8523,4393,4130
476,District - Rajkot (09),50,65498,34401,31097,27911,14817,13094,37587,19584,18003
477,District - Jamnagar (10),50,38373,20702,17671,21263,11671,9592,17110,9031,8079
478,District - Porbandar  (11),50,11168,5631,5537,5677,2927,2750,5491,2704,2787
479,District - Junagadh (12),50,47469,24918,22551,32166,17197,14969,15303,7721,7582
480,District - Amreli (13),50,27494,14758,12736,20849,11283,9566,6645,3475,3170
481,District - Bhavnagar (14),50,43820,23352,20468,24632,13338,11294,19188,10014,9174
482,District - Anand   (15),50,35707,17665,18042,25908,12790,13118,9799,4875,4924
483,District - Kheda (16),50,38946,19772,19174,30439,15559,14880,8507,4213,4294
484,District - Panch Mahals (17),50,36404,19380,17024,31590,16939,14651,4814,2441,2373
485,District - Dohad   (18),50,25458,14487,10971,22665,13083,9582,2793,1404,1389
486,District - Vadodara (19),50,70114,36672,33442,36389,19663,16726,33725,17009,16716
487,District - Narmada (20),50,9224,4857,4367,8173,4333,3840,1051,524,527
488,District - Bharuch (21),50,24467,12449,12018,16698,8432,8266,7769,4017,3752
489,District - The Dangs (22),50,3260,1686,1574,2926,1531,1395,334,155,179
490,District - Navsari   (23),50,22325,11110,11215,15895,7851,8044,6430,3259,3171
491,District - Valsad (24),50,25471,13296,12175,16892,8711,8181,8579,4585,3994
492,District - Surat (25),50,80852,44037,36815,19587,10033,9554,61265,34004,27261
493,District - Tapi (26),50,14086,7262,6824,12752,6625,6127,1334,637,697
468,District - Kachchh (01),51,13352,7346,6006,7928,4365,3563,5424,2981,2443
469,District - Banas Kantha (02),51,15519,8585,6934,12842,7132,5710,2677,1453,1224
470,District - Patan   (03),51,8256,4551,3705,6033,3299,2734,2223,1252,971
471,District - Mahesana (04),51,14102,7698,6404,9646,5273,4373,4456,2425,2031
472,District - Sabar Kantha (05),51,16004,8864,7140,12947,7216,5731,3057,1648,1409
473,District - Gandhinagar (06),51,10543,5801,4742,5303,2919,2384,5240,2882,2358
474,District - Ahmadabad (07),51,64887,35246,29641,7673,4319,3354,57214,30927,26287
475,District - Surendranagar (08),51,11934,6669,5265,7724,4311,3413,4210,2358,1852
476,District - Rajkot (09),51,32910,18191,14719,12590,7041,5549,20320,11150,9170
477,District - Jamnagar (10),51,16437,9316,7121,8332,4704,3628,8105,4612,3493
478,District - Porbandar  (11),51,5147,2889,2258,2571,1460,1111,2576,1429,1147
479,District - Junagadh (12),51,20024,11262,8762,12525,6989,5536,7499,4273,3226
480,District - Amreli (13),51,10445,5787,4658,7556,4175,3381,2889,1612,1277
481,District - Bhavnagar (14),51,19817,10935,8882,10343,5770,4573,9474,5165,4309
482,District - Anand   (15),51,17333,9298,8035,11188,5996,5192,6145,3302,2843
483,District - Kheda (16),51,18114,9813,8301,12995,7088,5907,5119,2725,2394
484,District - Panch Mahals (17),51,15893,8568,7325,13100,7062,6038,2793,1506,1287
485,District - Dohad   (18),51,11925,6323,5602,10318,5487,4831,1607,836,771
486,District - Vadodara (19),51,36370,19604,16766,15324,8350,6974,21046,11254,9792
487,District - Narmada (20),51,4227,2339,1888,3667,2006,1661,560,333,227
488,District - Bharuch (21),51,13295,7321,5974,8519,4637,3882,4776,2684,2092
489,District - The Dangs (22),51,1645,862,783,1480,780,700,165,82,83
490,District - Navsari   (23),51,13086,6812,6274,8937,4625,4312,4149,2187,1962
491,District - Valsad (24),51,13364,7306,6058,8458,4527,3931,4906,2779,2127
492,District - Surat (25),51,42012,23669,18343,9737,5125,4612,32275,18544,13731
493,District - Tapi (26),51,6954,3604,3350,6247,3226,3021,707,378,329
468,District - Kachchh (01),52,14089,7695,6394,8641,4699,3942,5448,2996,2452
469,District - Banas Kantha (02),52,19912,10206,9706,16865,8609,8256,3047,1597,1450
470,District - Patan   (03),52,10325,5372,4953,7869,4080,3789,2456,1292,1164
471,District - Mahesana (04),52,17840,9185,8655,13094,6571,6523,4746,2614,2132
472,District - Sabar Kantha (05),52,21052,10561,10491,17834,8864,8970,3218,1697,1521
473,District - Gandhinagar (06),52,11860,6103,5757,6388,3206,3182,5472,2897,2575
474,District - Ahmadabad (07),52,61994,32922,29072,8600,4360,4240,53394,28562,24832
475,District - Surendranagar (08),52,14130,7555,6575,9670,5094,4576,4460,2461,1999
476,District - Rajkot (09),52,33872,18159,15713,14217,7628,6589,19655,10531,9124
477,District - Jamnagar (10),52,16719,8986,7733,9214,4844,4370,7505,4142,3363
478,District - Porbandar  (11),52,4931,2620,2311,2507,1305,1202,2424,1315,1109
479,District - Junagadh (12),52,23009,12099,10910,15230,7972,7258,7779,4127,3652
480,District - Amreli (13),52,12656,6757,5899,9510,5027,4483,3146,1730,1416
481,District - Bhavnagar (14),52,21802,11525,10277,12310,6387,5923,9492,5138,4354
482,District - Anand   (15),52,19862,10350,9512,13730,7136,6594,6132,3214,2918
483,District - Kheda (16),52,20067,10252,9815,15426,7827,7599,4641,2425,2216
484,District - Panch Mahals (17),52,18684,9574,9110,15990,8132,7858,2694,1442,1252
485,District - Dohad   (18),52,12993,6635,6358,11400,5819,5581,1593,816,777
486,District - Vadodara (19),52,38629,19914,18715,18013,8948,9065,20616,10966,9650
487,District - Narmada (20),52,4742,2380,2362,4134,2054,2080,608,326,282
488,District - Bharuch (21),52,13466,7000,6466,9128,4626,4502,4338,2374,1964
489,District - The Dangs (22),52,1902,928,974,1718,836,882,184,92,92
490,District - Navsari   (23),52,13952,7250,6702,10004,5096,4908,3948,2154,1794
491,District - Valsad (24),52,13988,7441,6547,9360,4878,4482,4628,2563,2065
492,District - Surat (25),52,40496,21885,18611,10858,5362,5496,29638,16523,13115
493,District - Tapi (26),52,7881,3893,3988,7134,3494,3640,747,399,348
468,District - Kachchh (01),53,10312,5248,5064,6091,2961,3130,4221,2287,1934
469,District - Banas Kantha (02),53,14738,6243,8495,12529,5089,7440,2209,1154,1055
470,District - Patan   (03),53,7563,3425,4138,5760,2486,3274,1803,939,864
471,District - Mahesana (04),53,12824,6138,6686,9267,4333,4934,3557,1805,1752
472,District - Sabar Kantha (05),53,15760,7071,8689,13184,5696,7488,2576,1375,1201
473,District - Gandhinagar (06),53,8710,4483,4227,4314,2053,2261,4396,2430,1966
474,District - Ahmadabad (07),53,50403,26609,23794,6358,2954,3404,44045,23655,20390
475,District - Surendranagar (08),53,11130,5211,5919,7576,3337,4239,3554,1874,1680
476,District - Rajkot (09),53,26123,13007,13116,10949,5043,5906,15174,7964,7210
477,District - Jamnagar (10),53,12776,6325,6451,7122,3244,3878,5654,3081,2573
478,District - Porbandar  (11),53,3553,1842,1711,1796,886,910,1757,956,801
479,District - Junagadh (12),53,16948,7982,8966,11171,4939,6232,5777,3043,2734
480,District - Amreli (13),53,9202,4243,4959,6970,3047,3923,2232,1196,1036
481,District - Bhavnagar (14),53,16709,7889,8820,9296,3977,5319,7413,3912,3501
482,District - Anand   (15),53,14443,7193,7250,9524,4603,4921,4919,2590,2329
483,District - Kheda (16),53,15376,7291,8085,11399,5165,6234,3977,2126,1851
484,District - Panch Mahals (17),53,14241,6317,7924,11884,5042,6842,2357,1275,1082
485,District - Dohad   (18),53,10262,4338,5924,8989,3641,5348,1273,697,576
486,District - Vadodara (19),53,31318,15455,15863,13768,6146,7622,17550,9309,8241
487,District - Narmada (20),53,3520,1650,1870,3079,1381,1698,441,269,172
488,District - Bharuch (21),53,10457,5431,5026,6818,3382,3436,3639,2049,1590
489,District - The Dangs (22),53,1468,682,786,1325,592,733,143,90,53
490,District - Navsari   (23),53,11138,5693,5445,7694,3892,3802,3444,1801,1643
491,District - Valsad (24),53,10860,5632,5228,6968,3483,3485,3892,2149,1743
492,District - Surat (25),53,31905,17147,14758,8264,4017,4247,23641,13130,10511
493,District - Tapi (26),53,6292,2957,3335,5635,2590,3045,657,367,290
468,District - Kachchh (01),54,10530,5614,4916,5755,3016,2739,4775,2598,2177
469,District - Banas Kantha (02),54,13658,6345,7313,11299,5052,6247,2359,1293,1066
470,District - Patan   (03),54,7430,3712,3718,5394,2623,2771,2036,1089,947
471,District - Mahesana (04),54,13915,7297,6618,9713,5072,4641,4202,2225,1977
472,District - Sabar Kantha (05),54,15997,7905,8092,13288,6483,6805,2709,1422,1287
473,District - Gandhinagar (06),54,9781,5150,4631,4853,2470,2383,4928,2680,2248
474,District - Ahmadabad (07),54,56565,30145,26420,6666,3405,3261,49899,26740,23159
475,District - Surendranagar (08),54,10397,5229,5168,6708,3238,3470,3689,1991,1698
476,District - Rajkot (09),54,26452,13728,12724,10259,5106,5153,16193,8622,7571
477,District - Jamnagar (10),54,12757,6467,6290,6279,3047,3232,6478,3420,3058
478,District - Porbandar  (11),54,3724,1894,1830,1771,877,894,1953,1017,936
479,District - Junagadh (12),54,16586,8488,8098,10403,5145,5258,6183,3343,2840
480,District - Amreli (13),54,9185,4655,4530,6570,3248,3322,2615,1407,1208
481,District - Bhavnagar (14),54,16251,8266,7985,8186,3940,4246,8065,4326,3739
482,District - Anand   (15),54,15630,8200,7430,10046,5211,4835,5584,2989,2595
483,District - Kheda (16),54,16703,8506,8197,12259,6201,6058,4444,2305,2139
484,District - Panch Mahals (17),54,14630,6865,7765,12280,5593,6687,2350,1272,1078
485,District - Dohad   (18),54,10637,4576,6061,9290,3868,5422,1347,708,639
486,District - Vadodara (19),54,34470,17708,16762,14772,7409,7363,19698,10299,9399
487,District - Narmada (20),54,3999,2008,1991,3497,1720,1777,502,288,214
488,District - Bharuch (21),54,11846,6330,5516,7809,4080,3729,4037,2250,1787
489,District - The Dangs (22),54,1527,740,787,1377,659,718,150,81,69
490,District - Navsari   (23),54,11610,5975,5635,8084,4090,3994,3526,1885,1641
491,District - Valsad (24),54,11772,6152,5620,7398,3770,3628,4374,2382,1992
492,District - Surat (25),54,34318,18507,15811,8921,4424,4497,25397,14083,11314
493,District - Tapi (26),54,6737,3352,3385,6028,2988,3040,709,364,345
468,District - Kachchh (01),55,22079,11290,10789,14545,7487,7058,7534,3803,3731
469,District - Banas Kantha (02),55,32882,17783,15099,28137,15449,12688,4745,2334,2411
470,District - Patan   (03),55,16335,8434,7901,12704,6679,6025,3631,1755,1876
471,District - Mahesana (04),55,26820,13165,13655,20621,10071,10550,6199,3094,3105
472,District - Sabar Kantha (05),55,29899,15384,14515,25468,13195,12273,4431,2189,2242
473,District - Gandhinagar (06),55,17402,8652,8750,10235,5027,5208,7167,3625,3542
474,District - Ahmadabad (07),55,84346,43138,41208,13638,7099,6539,70708,36039,34669
475,District - Surendranagar (08),55,19985,10830,9155,13842,7731,6111,6143,3099,3044
476,District - Rajkot (09),55,47051,24632,22419,19924,10738,9186,27127,13894,13233
477,District - Jamnagar (10),55,26005,13852,12153,14427,7933,6494,11578,5919,5659
478,District - Porbandar  (11),55,7868,3955,3913,3953,2077,1876,3915,1878,2037
479,District - Junagadh (12),55,34100,17804,16296,23191,12409,10782,10909,5395,5514
480,District - Amreli (13),55,20344,10747,9597,15439,8225,7214,4905,2522,2383
481,District - Bhavnagar (14),55,31853,17044,14809,18265,10117,8148,13588,6927,6661
482,District - Anand   (15),55,27370,13783,13587,19339,9761,9578,8031,4022,4009
483,District - Kheda (16),55,28381,14683,13698,22101,11543,10558,6280,3140,3140
484,District - Panch Mahals (17),55,25586,13808,11778,22031,12046,9985,3555,1762,1793
485,District - Dohad   (18),55,17723,10290,7433,15664,9262,6402,2059,1028,1031
486,District - Vadodara (19),55,52387,27063,25324,26662,14245,12417,25725,12818,12907
487,District - Narmada (20),55,6721,3546,3175,6010,3190,2820,711,356,355
488,District - Bharuch (21),55,17782,9062,8720,12383,6293,6090,5399,2769,2630
489,District - The Dangs (22),55,2376,1277,1099,2104,1139,965,272,138,134
490,District - Navsari   (23),55,16689,8287,8402,11878,5857,6021,4811,2430,2381
491,District - Valsad (24),55,18080,9159,8921,12242,6137,6105,5838,3022,2816
492,District - Surat (25),55,55335,29165,26170,14439,7176,7263,40896,21989,18907
493,District - Tapi (26),55,10214,5298,4916,9217,4810,4407,997,488,509
468,District - Kachchh (01),56,10375,5554,4821,6282,3331,2951,4093,2223,1870
469,District - Banas Kantha (02),56,13637,7079,6558,11365,5854,5511,2272,1225,1047
470,District - Patan   (03),56,7471,3785,3686,5526,2780,2746,1945,1005,940
471,District - Mahesana (04),56,13571,7161,6410,9644,5046,4598,3927,2115,1812
472,District - Sabar Kantha (05),56,15549,8022,7527,13023,6715,6308,2526,1307,1219
473,District - Gandhinagar (06),56,9040,4761,4279,4654,2360,2294,4386,2401,1985
474,District - Ahmadabad (07),56,53509,28574,24935,6478,3346,3132,47031,25228,21803
475,District - Surendranagar (08),56,10159,5472,4687,6751,3618,3133,3408,1854,1554
476,District - Rajkot (09),56,26325,14034,12291,10457,5564,4893,15868,8470,7398
477,District - Jamnagar (10),56,13188,7064,6124,7012,3736,3276,6176,3328,2848
478,District - Porbandar  (11),56,4093,2187,1906,2063,1067,996,2030,1120,910
479,District - Junagadh (12),56,17100,9071,8029,10941,5740,5201,6159,3331,2828
480,District - Amreli (13),56,8998,4715,4283,6709,3503,3206,2289,1212,1077
481,District - Bhavnagar (14),56,16011,8441,7570,8613,4520,4093,7398,3921,3477
482,District - Anand   (15),56,15576,8155,7421,10136,5320,4816,5440,2835,2605
483,District - Kheda (16),56,15662,8070,7592,11539,5916,5623,4123,2154,1969
484,District - Panch Mahals (17),56,14751,7647,7104,12375,6387,5988,2376,1260,1116
485,District - Dohad   (18),56,10469,5534,4935,9159,4825,4334,1310,709,601
486,District - Vadodara (19),56,31645,16695,14950,13666,7074,6592,17979,9621,8358
487,District - Narmada (20),56,3807,1966,1841,3378,1748,1630,429,218,211
488,District - Bharuch (21),56,11172,5945,5227,7507,3897,3610,3665,2048,1617
489,District - The Dangs (22),56,1508,823,685,1360,741,619,148,82,66
490,District - Navsari   (23),56,11009,5561,5448,7666,3856,3810,3343,1705,1638
491,District - Valsad (24),56,11098,5642,5456,7271,3635,3636,3827,2007,1820
492,District - Surat (25),56,31986,17321,14665,8433,4205,4228,23553,13116,10437
493,District - Tapi (26),56,5953,3118,2835,5313,2762,2551,640,356,284
468,District - Kachchh (01),57,7442,3895,3547,4392,2212,2180,3050,1683,1367
469,District - Banas Kantha (02),57,10305,4796,5509,8633,3891,4742,1672,905,767
470,District - Patan   (03),57,5870,2825,3045,4391,2071,2320,1479,754,725
471,District - Mahesana (04),57,10553,5369,5184,7519,3804,3715,3034,1565,1469
472,District - Sabar Kantha (05),57,12436,6250,6186,10384,5169,5215,2052,1081,971
473,District - Gandhinagar (06),57,6999,3706,3293,3533,1773,1760,3466,1933,1533
474,District - Ahmadabad (07),57,41633,22256,19377,4913,2330,2583,36720,19926,16794
475,District - Surendranagar (08),57,7858,3898,3960,5195,2434,2761,2663,1464,1199
476,District - Rajkot (09),57,19572,10236,9336,8021,3958,4063,11551,6278,5273
477,District - Jamnagar (10),57,9192,4625,4567,4859,2276,2583,4333,2349,1984
478,District - Porbandar  (11),57,2881,1485,1396,1388,661,727,1493,824,669
479,District - Junagadh (12),57,13133,6706,6427,8467,4148,4319,4666,2558,2108
480,District - Amreli (13),57,7141,3542,3599,5381,2632,2749,1760,910,850
481,District - Bhavnagar (14),57,12202,6101,6101,6564,3030,3534,5638,3071,2567
482,District - Anand   (15),57,11844,6128,5716,7532,3866,3666,4312,2262,2050
483,District - Kheda (16),57,12237,6019,6218,8862,4267,4595,3375,1752,1623
484,District - Panch Mahals (17),57,10883,5187,5696,9128,4233,4895,1755,954,801
485,District - Dohad   (18),57,7471,3442,4029,6510,2920,3590,961,522,439
486,District - Vadodara (19),57,25664,13072,12592,10807,5136,5671,14857,7936,6921
487,District - Narmada (20),57,2860,1439,1421,2503,1217,1286,357,222,135
488,District - Bharuch (21),57,8565,4481,4084,5681,2907,2774,2884,1574,1310
489,District - The Dangs (22),57,1162,588,574,1061,535,526,101,53,48
490,District - Navsari   (23),57,9095,4622,4473,6333,3139,3194,2762,1483,1279
491,District - Valsad (24),57,8647,4429,4218,5611,2771,2840,3036,1658,1378
492,District - Surat (25),57,23920,12777,11143,6499,3186,3313,17421,9591,7830
493,District - Tapi (26),57,4853,2312,2541,4363,2013,2350,490,299,191
468,District - Kachchh (01),58,9923,4548,5375,6213,2603,3610,3710,1945,1765
469,District - Banas Kantha (02),58,17542,6336,11206,15325,5318,10007,2217,1018,1199
470,District - Patan   (03),58,8768,3538,5230,6930,2597,4333,1838,941,897
471,District - Mahesana (04),58,14269,6291,7978,10780,4584,6196,3489,1707,1782
472,District - Sabar Kantha (05),58,17866,7204,10662,15556,6126,9430,2310,1078,1232
473,District - Gandhinagar (06),58,8811,4057,4754,4959,2129,2830,3852,1928,1924
474,District - Ahmadabad (07),58,47048,23838,23210,7074,2948,4126,39974,20890,19084
475,District - Surendranagar (08),58,11355,4721,6634,8151,3175,4976,3204,1546,1658
476,District - Rajkot (09),58,25263,11448,13815,11486,4682,6804,13777,6766,7011
477,District - Jamnagar (10),58,13053,5625,7428,7807,3012,4795,5246,2613,2633
478,District - Porbandar  (11),58,3757,1768,1989,2034,881,1153,1723,887,836
479,District - Junagadh (12),58,18004,7778,10226,12528,5009,7519,5476,2769,2707
480,District - Amreli (13),58,10560,4184,6376,8230,3097,5133,2330,1087,1243
481,District - Bhavnagar (14),58,16823,7132,9691,10257,3875,6382,6566,3257,3309
482,District - Anand   (15),58,15035,7029,8006,10310,4576,5734,4725,2453,2272
483,District - Kheda (16),58,16639,7321,9318,12763,5377,7386,3876,1944,1932
484,District - Panch Mahals (17),58,16587,6697,9890,14536,5636,8900,2051,1061,990
485,District - Dohad   (18),58,11854,4688,7166,10615,4072,6543,1239,616,623
486,District - Vadodara (19),58,31372,14824,16548,15165,6321,8844,16207,8503,7704
487,District - Narmada (20),58,3873,1667,2206,3492,1481,2011,381,186,195
488,District - Bharuch (21),58,10378,5074,5304,7188,3346,3842,3190,1728,1462
489,District - The Dangs (22),58,1464,696,768,1342,632,710,122,64,58
490,District - Navsari   (23),58,10773,5005,5768,7681,3431,4250,3092,1574,1518
491,District - Valsad (24),58,10789,5196,5593,7303,3370,3933,3486,1826,1660
492,District - Surat (25),58,28410,14398,14012,8611,3942,4669,19799,10456,9343
493,District - Tapi (26),58,6243,2765,3478,5717,2466,3251,526,299,227
468,District - Kachchh (01),59,7271,3769,3502,3989,1939,2050,3282,1830,1452
469,District - Banas Kantha (02),59,9624,4459,5165,8023,3587,4436,1601,872,729
470,District - Patan   (03),59,5574,2812,2762,4098,2013,2085,1476,799,677
471,District - Mahesana (04),59,9683,5008,4675,6616,3407,3209,3067,1601,1466
472,District - Sabar Kantha (05),59,11538,5849,5689,9520,4809,4711,2018,1040,978
473,District - Gandhinagar (06),59,6901,3516,3385,3561,1751,1810,3340,1765,1575
474,District - Ahmadabad (07),59,42988,23001,19987,5051,2485,2566,37937,20516,17421
475,District - Surendranagar (08),59,7545,3780,3765,4799,2316,2483,2746,1464,1282
476,District - Rajkot (09),59,19386,10023,9363,7509,3662,3847,11877,6361,5516
477,District - Jamnagar (10),59,10153,4972,5181,5061,2331,2730,5092,2641,2451
478,District - Porbandar  (11),59,2853,1439,1414,1344,619,725,1509,820,689
479,District - Junagadh (12),59,12264,6094,6170,7754,3706,4048,4510,2388,2122
480,District - Amreli (13),59,7234,3462,3772,5289,2430,2859,1945,1032,913
481,District - Bhavnagar (14),59,12492,6284,6208,6602,3141,3461,5890,3143,2747
482,District - Anand   (15),59,11117,5721,5396,6903,3499,3404,4214,2222,1992
483,District - Kheda (16),59,12739,6336,6403,9173,4521,4652,3566,1815,1751
484,District - Panch Mahals (17),59,10937,5169,5768,9312,4307,5005,1625,862,763
485,District - Dohad   (18),59,7872,3412,4460,6858,2860,3998,1014,552,462
486,District - Vadodara (19),59,25989,13279,12710,11150,5411,5739,14839,7868,6971
487,District - Narmada (20),59,2974,1478,1496,2654,1305,1349,320,173,147
488,District - Bharuch (21),59,9222,4758,4464,6143,3135,3008,3079,1623,1456
489,District - The Dangs (22),59,925,453,472,844,417,427,81,36,45
490,District - Navsari   (23),59,9035,4499,4536,6345,3096,3249,2690,1403,1287
491,District - Valsad (24),59,9228,4701,4527,5923,2957,2966,3305,1744,1561
492,District - Surat (25),59,24435,12913,11522,6701,3262,3439,17734,9651,8083
493,District - Tapi (26),59,4816,2359,2457,4287,2081,2206,529,278,251
468,District - Kachchh (01),60,24726,12007,12719,17244,8515,8729,7482,3492,3990
469,District - Banas Kantha (02),60,37880,19468,18412,33133,17264,15869,4747,2204,2543
470,District - Patan   (03),60,18850,9234,9616,15179,7547,7632,3671,1687,1984
471,District - Mahesana (04),60,30237,13894,16343,24044,11061,12983,6193,2833,3360
472,District - Sabar Kantha (05),60,34024,16163,17861,29610,14156,15454,4414,2007,2407
