DT_CODE,Area_Name,Age,Total_P,Total_M,Total_F,Rural,Rural_M,Rural_F,Urban,Urban_M,Urban_F
469,District - Banas Kantha (02),73,2554,995,1559,2167,794,1373,387,201,186
470,District - Patan   (03),73,1648,709,939,1245,506,739,403,203,200
471,District - Mahesana (04),73,2901,1437,1464,2131,1014,1117,770,423,347
472,District - Sabar Kantha (05),73,3018,1307,1711,2523,1047,1476,495,260,235
473,District - Gandhinagar (06),73,1599,799,800,860,387,473,739,412,327
474,District - Ahmadabad (07),73,10678,5633,5045,1393,635,758,9285,4998,4287
475,District - Surendranagar (08),73,2562,1153,1409,1749,716,1033,813,437,376
476,District - Rajkot (09),73,5815,2736,3079,2733,1124,1609,3082,1612,1470
477,District - Jamnagar (10),73,2832,1274,1558,1669,686,983,1163,588,575
478,District - Porbandar  (11),73,857,424,433,435,186,249,422,238,184
479,District - Junagadh (12),73,3878,1723,2155,2684,1095,1589,1194,628,566
480,District - Amreli (13),73,2491,1113,1378,1983,843,1140,508,270,238
481,District - Bhavnagar (14),73,3951,1712,2239,2334,876,1458,1617,836,781
482,District - Anand   (15),73,3144,1627,1517,1987,1003,984,1157,624,533
483,District - Kheda (16),73,2972,1370,1602,2048,911,1137,924,459,465
484,District - Panch Mahals (17),73,2878,1286,1592,2454,1053,1401,424,233,191
485,District - Dohad   (18),73,2099,783,1316,1822,631,1191,277,152,125
486,District - Vadodara (19),73,6459,3187,3272,2616,1124,1492,3843,2063,1780
487,District - Narmada (20),73,723,331,392,628,283,345,95,48,47
488,District - Bharuch (21),73,2400,1259,1141,1699,851,848,701,408,293
489,District - The Dangs (22),73,184,79,105,164,65,99,20,14,6
490,District - Navsari   (23),73,2796,1456,1340,1940,1000,940,856,456,400
491,District - Valsad (24),73,2214,1100,1114,1398,669,729,816,431,385
492,District - Surat (25),73,6007,3101,2906,1830,910,920,4177,2191,1986
493,District - Tapi (26),73,1167,511,656,1062,457,605,105,54,51
468,District - Kachchh (01),74,2274,1099,1175,1331,609,722,943,490,453
469,District - Banas Kantha (02),74,2259,967,1292,1898,768,1130,361,199,162
470,District - Patan   (03),74,1524,700,824,1110,494,616,414,206,208
471,District - Mahesana (04),74,2954,1468,1486,2100,1034,1066,854,434,420
472,District - Sabar Kantha (05),74,2790,1324,1466,2279,1071,1208,511,253,258
473,District - Gandhinagar (06),74,1690,849,841,905,434,471,785,415,370
474,District - Ahmadabad (07),74,11763,5953,5810,1418,689,729,10345,5264,5081
475,District - Surendranagar (08),74,2332,1117,1215,1516,657,859,816,460,356
476,District - Rajkot (09),74,5597,2720,2877,2347,1075,1272,3250,1645,1605
477,District - Jamnagar (10),74,2851,1308,1543,1496,664,832,1355,644,711
478,District - Porbandar  (11),74,761,388,373,374,182,192,387,206,181
479,District - Junagadh (12),74,3454,1663,1791,2223,989,1234,1231,674,557
480,District - Amreli (13),74,2426,1169,1257,1790,847,943,636,322,314
481,District - Bhavnagar (14),74,3811,1735,2076,2121,881,1240,1690,854,836
482,District - Anand   (15),74,3084,1551,1533,1833,915,918,1251,636,615
483,District - Kheda (16),74,3214,1533,1681,2230,1041,1189,984,492,492
484,District - Panch Mahals (17),74,2741,1247,1494,2273,1001,1272,468,246,222
485,District - Dohad   (18),74,1975,778,1197,1660,617,1043,315,161,154
486,District - Vadodara (19),74,6885,3350,3535,2740,1239,1501,4145,2111,2034
487,District - Narmada (20),74,679,308,371,606,271,335,73,37,36
488,District - Bharuch (21),74,2541,1276,1265,1745,870,875,796,406,390
489,District - The Dangs (22),74,177,80,97,157,67,90,20,13,7
490,District - Navsari   (23),74,2723,1328,1395,1890,904,986,833,424,409
491,District - Valsad (24),74,2421,1165,1256,1442,670,772,979,495,484
492,District - Surat (25),74,6231,3073,3158,1946,914,1032,4285,2159,2126
493,District - Tapi (26),74,1232,539,693,1105,474,631,127,65,62
468,District - Kachchh (01),75,6594,2708,3886,4715,1933,2782,1879,775,1104
469,District - Banas Kantha (02),75,9323,3927,5396,8099,3438,4661,1224,489,735
470,District - Patan   (03),75,5715,2414,3301,4547,1953,2594,1168,461,707
471,District - Mahesana (04),75,9966,4158,5808,8051,3403,4648,1915,755,1160
472,District - Sabar Kantha (05),75,9311,4110,5201,8142,3678,4464,1169,432,737
473,District - Gandhinagar (06),75,4939,1951,2988,3217,1268,1949,1722,683,1039
474,District - Ahmadabad (07),75,22838,10080,12758,4555,2043,2512,18283,8037,10246
475,District - Surendranagar (08),75,7481,3251,4230,5484,2417,3067,1997,834,1163
476,District - Rajkot (09),75,15626,6812,8814,8033,3663,4370,7593,3149,4444
477,District - Jamnagar (10),75,8736,3783,4953,5428,2356,3072,3308,1427,1881
478,District - Porbandar  (11),75,2544,1094,1450,1413,620,793,1131,474,657
479,District - Junagadh (12),75,12257,5404,6853,8972,4046,4926,3285,1358,1927
480,District - Amreli (13),75,8577,3895,4682,6923,3187,3736,1654,708,946
481,District - Bhavnagar (14),75,12083,5474,6609,8067,3790,4277,4016,1684,2332
482,District - Anand   (15),75,7816,3097,4719,5505,2219,3286,2311,878,1433
483,District - Kheda (16),75,8407,3761,4646,6624,3021,3603,1783,740,1043
484,District - Panch Mahals (17),75,7754,3497,4257,6853,3145,3708,901,352,549
485,District - Dohad   (18),75,4923,2267,2656,4347,2015,2332,576,252,324
486,District - Vadodara (19),75,13781,6071,7710,7384,3278,4106,6397,2793,3604
487,District - Narmada (20),75,1925,903,1022,1716,825,891,209,78,131
488,District - Bharuch (21),75,4943,2078,2865,3600,1518,2082,1343,560,783
489,District - The Dangs (22),75,456,205,251,419,188,231,37,17,20
490,District - Navsari   (23),75,5180,2087,3093,3814,1545,2269,1366,542,824
491,District - Valsad (24),75,4913,2084,2829,3406,1433,1973,1507,651,856
492,District - Surat (25),75,12397,5277,7120,3983,1678,2305,8414,3599,4815
493,District - Tapi (26),75,2488,1132,1356,2280,1054,1226,208,78,130
468,District - Kachchh (01),76,2325,1042,1283,1541,675,866,784,367,417
469,District - Banas Kantha (02),76,2376,1012,1364,2026,845,1181,350,167,183
470,District - Patan   (03),76,1476,669,807,1061,469,592,415,200,215
471,District - Mahesana (04),76,2630,1266,1364,1983,944,1039,647,322,325
472,District - Sabar Kantha (05),76,2644,1223,1421,2228,1024,1204,416,199,217
473,District - Gandhinagar (06),76,1522,757,765,880,423,457,642,334,308
474,District - Ahmadabad (07),76,10350,5008,5342,1416,651,765,8934,4357,4577
475,District - Surendranagar (08),76,2314,1096,1218,1551,717,834,763,379,384
476,District - Rajkot (09),76,6043,2778,3265,2746,1219,1527,3297,1559,1738
477,District - Jamnagar (10),76,3117,1458,1659,1816,836,980,1301,622,679
478,District - Porbandar  (11),76,988,451,537,559,240,319,429,211,218
479,District - Junagadh (12),76,3644,1674,1970,2542,1141,1401,1102,533,569
480,District - Amreli (13),76,2504,1177,1327,2042,940,1102,462,237,225
481,District - Bhavnagar (14),76,4092,1891,2201,2402,1086,1316,1690,805,885
482,District - Anand   (15),76,2897,1367,1530,1880,889,991,1017,478,539
483,District - Kheda (16),76,3024,1423,1601,2118,1008,1110,906,415,491
484,District - Panch Mahals (17),76,2705,1260,1445,2304,1070,1234,401,190,211
485,District - Dohad   (18),76,1911,854,1057,1629,707,922,282,147,135
486,District - Vadodara (19),76,5827,2876,2951,2449,1172,1277,3378,1704,1674
487,District - Narmada (20),76,673,309,364,591,270,321,82,39,43
488,District - Bharuch (21),76,2287,1120,1167,1608,784,824,679,336,343
489,District - The Dangs (22),76,187,75,112,181,73,108,6,2,4
490,District - Navsari   (23),76,2468,1136,1332,1713,793,920,755,343,412
491,District - Valsad (24),76,2199,1028,1171,1434,656,778,765,372,393
492,District - Surat (25),76,5772,2775,2997,1738,844,894,4034,1931,2103
493,District - Tapi (26),76,1015,460,555,916,416,500,99,44,55
468,District - Kachchh (01),77,1412,667,745,864,381,483,548,286,262
469,District - Banas Kantha (02),77,1336,577,759,1105,452,653,231,125,106
470,District - Patan   (03),77,881,408,473,637,273,364,244,135,109
471,District - Mahesana (04),77,1654,853,801,1152,585,567,502,268,234
472,District - Sabar Kantha (05),77,1712,795,917,1388,622,766,324,173,151
473,District - Gandhinagar (06),77,902,442,460,465,220,245,437,222,215
474,District - Ahmadabad (07),77,7163,3774,3389,716,326,390,6447,3448,2999
475,District - Surendranagar (08),77,1441,654,787,939,382,557,502,272,230
476,District - Rajkot (09),77,3413,1659,1754,1505,630,875,1908,1029,879
477,District - Jamnagar (10),77,1805,793,1012,967,384,583,838,409,429
478,District - Porbandar  (11),77,512,243,269,269,116,153,243,127,116
479,District - Junagadh (12),77,2150,987,1163,1429,619,810,721,368,353
480,District - Amreli (13),77,1451,659,792,1110,469,641,341,190,151
481,District - Bhavnagar (14),77,2426,1131,1295,1358,558,800,1068,573,495
482,District - Anand   (15),77,1852,966,886,1077,558,519,775,408,367
483,District - Kheda (16),77,1631,835,796,1080,537,543,551,298,253
484,District - Panch Mahals (17),77,1629,745,884,1357,588,769,272,157,115
485,District - Dohad   (18),77,1086,444,642,894,353,541,192,91,101
486,District - Vadodara (19),77,3994,2061,1933,1440,668,772,2554,1393,1161
487,District - Narmada (20),77,436,205,231,377,171,206,59,34,25
488,District - Bharuch (21),77,1368,717,651,892,456,436,476,261,215
489,District - The Dangs (22),77,92,31,61,85,29,56,7,2,5
490,District - Navsari   (23),77,1746,867,879,1211,598,613,535,269,266
491,District - Valsad (24),77,1454,718,736,872,403,469,582,315,267
492,District - Surat (25),77,3864,1956,1908,1135,540,595,2729,1416,1313
493,District - Tapi (26),77,701,322,379,643,297,346,58,25,33
468,District - Kachchh (01),78,1744,717,1027,1148,422,726,596,295,301
469,District - Banas Kantha (02),78,2077,648,1429,1839,538,1301,238,110,128
470,District - Patan   (03),78,1219,455,764,916,308,608,303,147,156
471,District - Mahesana (04),78,2003,944,1059,1490,658,832,513,286,227
472,District - Sabar Kantha (05),78,2192,812,1380,1839,642,1197,353,170,183
473,District - Gandhinagar (06),78,1021,459,562,524,221,303,497,238,259
474,District - Ahmadabad (07),78,7643,3770,3873,1025,407,618,6618,3363,3255
475,District - Surendranagar (08),78,1953,728,1225,1393,448,945,560,280,280
476,District - Rajkot (09),78,4582,1905,2677,2270,807,1463,2312,1098,1214
477,District - Jamnagar (10),78,2394,902,1492,1512,484,1028,882,418,464
478,District - Porbandar  (11),78,636,274,362,364,140,224,272,134,138
479,District - Junagadh (12),78,2922,1142,1780,2132,768,1364,790,374,416
480,District - Amreli (13),78,2115,807,1308,1736,630,1106,379,177,202
481,District - Bhavnagar (14),78,3155,1196,1959,2055,644,1411,1100,552,548
482,District - Anand   (15),78,1988,857,1131,1232,514,718,756,343,413
483,District - Kheda (16),78,2031,913,1118,1419,597,822,612,316,296
484,District - Panch Mahals (17),78,2226,800,1426,1926,658,1268,300,142,158
485,District - Dohad   (18),78,1474,465,1009,1254,353,901,220,112,108
486,District - Vadodara (19),78,4227,1973,2254,1815,710,1105,2412,1263,1149
487,District - Narmada (20),78,481,184,297,409,150,259,72,34,38
488,District - Bharuch (21),78,1410,695,715,952,465,487,458,230,228
489,District - The Dangs (22),78,144,62,82,128,54,74,16,8,8
490,District - Navsari   (23),78,1787,803,984,1215,530,685,572,273,299
491,District - Valsad (24),78,1451,665,786,902,385,517,549,280,269
492,District - Surat (25),78,3959,1885,2074,1193,538,655,2766,1347,1419
493,District - Tapi (26),78,849,377,472,759,324,435,90,53,37
468,District - Kachchh (01),79,1358,585,773,833,347,486,525,238,287
469,District - Banas Kantha (02),79,1287,491,796,1100,404,696,187,87,100
470,District - Patan   (03),79,845,384,461,611,276,335,234,108,126
471,District - Mahesana (04),79,1411,638,773,964,442,522,447,196,251
472,District - Sabar Kantha (05),79,1497,668,829,1237,535,702,260,133,127
473,District - Gandhinagar (06),79,944,413,531,501,207,294,443,206,237
474,District - Ahmadabad (07),79,6778,3255,3523,816,344,472,5962,2911,3051
475,District - Surendranagar (08),79,1407,602,805,987,378,609,420,224,196
476,District - Rajkot (09),79,3583,1556,2027,1638,660,978,1945,896,1049
477,District - Jamnagar (10),79,2034,812,1222,1101,411,690,933,401,532
478,District - Porbandar  (11),79,523,216,307,289,123,166,234,93,141
479,District - Junagadh (12),79,2129,864,1265,1469,556,913,660,308,352
480,District - Amreli (13),79,1624,684,940,1222,495,727,402,189,213
481,District - Bhavnagar (14),79,2578,1113,1465,1468,580,888,1110,533,577
482,District - Anand   (15),79,1574,744,830,902,431,471,672,313,359
483,District - Kheda (16),79,1659,756,903,1136,516,620,523,240,283
484,District - Panch Mahals (17),79,1459,647,812,1224,506,718,235,141,94
485,District - Dohad   (18),79,1133,445,688,943,339,604,190,106,84
486,District - Vadodara (19),79,3600,1728,1872,1423,629,794,2177,1099,1078
487,District - Narmada (20),79,435,193,242,375,166,209,60,27,33
488,District - Bharuch (21),79,1282,615,667,869,403,466,413,212,201
489,District - The Dangs (22),79,103,50,53,97,46,51,6,4,2
490,District - Navsari   (23),79,1489,715,774,1052,497,555,437,218,219
491,District - Valsad (24),79,1366,637,729,846,367,479,520,270,250
492,District - Surat (25),79,3477,1597,1880,977,426,551,2500,1171,1329
493,District - Tapi (26),79,664,281,383,579,243,336,85,38,47
468,District - Kachchh (01),80,6840,2481,4359,5088,1869,3219,1752,612,1140
469,District - Banas Kantha (02),80,8579,3426,5153,7598,3082,4516,981,344,637
470,District - Patan   (03),80,4920,1929,2991,3987,1621,2366,933,308,625
471,District - Mahesana (04),80,7271,2835,4436,5909,2349,3560,1362,486,876
472,District - Sabar Kantha (05),80,7882,3204,4678,6947,2871,4076,935,333,602
473,District - Gandhinagar (06),80,3689,1331,2358,2466,890,1576,1223,441,782
474,District - Ahmadabad (07),80,16691,6765,9926,3900,1618,2282,12791,5147,7644
475,District - Surendranagar (08),80,6970,2861,4109,5253,2224,3029,1717,637,1080
476,District - Rajkot (09),80,15043,6040,9003,8354,3466,4888,6689,2574,4115
477,District - Jamnagar (10),80,9083,3544,5539,5987,2392,3595,3096,1152,1944
478,District - Porbandar  (11),80,2331,918,1413,1321,536,785,1010,382,628
479,District - Junagadh (12),80,11491,4651,6840,8812,3670,5142,2679,981,1698
480,District - Amreli (13),80,8618,3482,5136,7087,2930,4157,1531,552,979
481,District - Bhavnagar (14),80,11053,4508,6545,7635,3223,4412,3418,1285,2133
482,District - Anand   (15),80,5356,2076,3280,3834,1522,2312,1522,554,968
483,District - Kheda (16),80,5936,2401,3535,4817,1995,2822,1119,406,713
484,District - Panch Mahals (17),80,6307,2871,3436,5682,2674,3008,625,197,428
485,District - Dohad   (18),80,3823,1624,2199,3420,1470,1950,403,154,249
486,District - Vadodara (19),80,9568,3909,5659,5302,2261,3041,4266,1648,2618
487,District - Narmada (20),80,1332,611,721,1186,554,632,146,57,89
488,District - Bharuch (21),80,3339,1222,2117,2386,882,1504,953,340,613
489,District - The Dangs (22),80,308,150,158,278,141,137,30,9,21
490,District - Navsari   (23),80,3640,1399,2241,2674,1027,1647,966,372,594
491,District - Valsad (24),80,3387,1344,2043,2365,964,1401,1022,380,642
492,District - Surat (25),80,9105,3488,5617,2828,1085,1743,6277,2403,3874
493,District - Tapi (26),80,1609,695,914,1433,633,800,176,62,114
468,District - Kachchh (01),81,1686,645,1041,1175,442,733,511,203,308
469,District - Banas Kantha (02),81,1535,637,898,1340,554,786,195,83,112
470,District - Patan   (03),81,836,371,465,657,295,362,179,76,103
471,District - Mahesana (04),81,1323,573,750,990,435,555,333,138,195
472,District - Sabar Kantha (05),81,1539,679,860,1279,566,713,260,113,147
473,District - Gandhinagar (06),81,814,374,440,475,220,255,339,154,185
474,District - Ahmadabad (07),81,6256,2887,3369,995,443,552,5261,2444,2817
475,District - Surendranagar (08),81,1586,706,880,1124,506,618,462,200,262
476,District - Rajkot (09),81,4450,1877,2573,2173,891,1282,2277,986,1291
477,District - Jamnagar (10),81,2607,1113,1494,1642,690,952,965,423,542
478,District - Porbandar  (11),81,770,315,455,469,196,273,301,119,182
479,District - Junagadh (12),81,2717,1150,1567,1934,828,1106,783,322,461
480,District - Amreli (13),81,1879,819,1060,1549,674,875,330,145,185
481,District - Bhavnagar (14),81,3008,1297,1711,1961,836,1125,1047,461,586
482,District - Anand   (15),81,1587,706,881,1037,465,572,550,241,309
483,District - Kheda (16),81,1667,738,929,1156,536,620,511,202,309
484,District - Panch Mahals (17),81,1604,736,868,1387,645,742,217,91,126
485,District - Dohad   (18),81,1184,540,644,1047,470,577,137,70,67
486,District - Vadodara (19),81,3104,1406,1698,1346,591,755,1758,815,943
487,District - Narmada (20),81,347,155,192,300,138,162,47,17,30
488,District - Bharuch (21),81,1161,494,667,812,353,459,349,141,208
489,District - The Dangs (22),81,73,34,39,65,29,36,8,5,3
490,District - Navsari   (23),81,1496,676,820,1029,452,577,467,224,243
491,District - Valsad (24),81,1251,591,660,791,371,420,460,220,240
492,District - Surat (25),81,3434,1546,1888,974,445,529,2460,1101,1359
493,District - Tapi (26),81,554,240,314,507,224,283,47,16,31
468,District - Kachchh (01),82,1133,482,651,772,331,441,361,151,210
469,District - Banas Kantha (02),82,1103,452,651,951,383,568,152,69,83
470,District - Patan   (03),82,618,267,351,470,206,264,148,61,87
471,District - Mahesana (04),82,1103,523,580,839,399,440,264,124,140
472,District - Sabar Kantha (05),82,1146,500,646,953,408,545,193,92,101
473,District - Gandhinagar (06),82,542,262,280,292,137,155,250,125,125
474,District - Ahmadabad (07),82,4073,2030,2043,535,259,276,3538,1771,1767
475,District - Surendranagar (08),82,1121,531,590,802,383,419,319,148,171
476,District - Rajkot (09),82,2619,1224,1395,1282,563,719,1337,661,676
477,District - Jamnagar (10),82,1446,632,814,890,393,497,556,239,317
478,District - Porbandar  (11),82,406,190,216,236,104,132,170,86,84
479,District - Junagadh (12),82,1772,795,977,1289,587,702,483,208,275
480,District - Amreli (13),82,1221,557,664,1006,454,552,215,103,112
481,District - Bhavnagar (14),82,1878,849,1029,1208,551,657,670,298,372
482,District - Anand   (15),82,1112,523,589,699,323,376,413,200,213
483,District - Kheda (16),82,1061,508,553,751,359,392,310,149,161
484,District - Panch Mahals (17),82,1058,522,536,897,444,453,161,78,83
485,District - Dohad   (18),82,660,289,371,551,237,314,109,52,57
486,District - Vadodara (19),82,2187,1064,1123,908,453,455,1279,611,668
487,District - Narmada (20),82,272,129,143,234,111,123,38,18,20
488,District - Bharuch (21),82,867,395,472,576,259,317,291,136,155
489,District - The Dangs (22),82,69,34,35,62,30,32,7,4,3
490,District - Navsari   (23),82,1082,506,576,749,356,393,333,150,183
491,District - Valsad (24),82,890,454,436,570,293,277,320,161,159
492,District - Surat (25),82,2330,1138,1192,685,315,370,1645,823,822
493,District - Tapi (26),82,408,201,207,371,190,181,37,11,26
468,District - Kachchh (01),83,680,284,396,442,177,265,238,107,131
469,District - Banas Kantha (02),83,545,201,344,467,166,301,78,35,43
470,District - Patan   (03),83,335,137,198,239,91,148,96,46,50
471,District - Mahesana (04),83,620,303,317,463,223,240,157,80,77
472,District - Sabar Kantha (05),83,687,297,390,576,227,349,111,70,41
473,District - Gandhinagar (06),83,362,157,205,178,70,108,184,87,97
474,District - Ahmadabad (07),83,3031,1519,1512,319,150,169,2712,1369,1343
475,District - Surendranagar (08),83,618,263,355,403,158,245,215,105,110
476,District - Rajkot (09),83,1721,819,902,822,359,463,899,460,439
477,District - Jamnagar (10),83,877,394,483,485,197,288,392,197,195
478,District - Porbandar  (11),83,219,98,121,111,40,71,108,58,50
479,District - Junagadh (12),83,1028,411,617,738,267,471,290,144,146
480,District - Amreli (13),83,724,288,436,580,221,359,144,67,77
481,District - Bhavnagar (14),83,1077,444,633,628,223,405,449,221,228
482,District - Anand   (15),83,802,397,405,470,227,243,332,170,162
483,District - Kheda (16),83,685,314,371,408,171,237,277,143,134
484,District - Panch Mahals (17),83,641,298,343,530,243,287,111,55,56
485,District - Dohad   (18),83,435,152,283,352,109,243,83,43,40
486,District - Vadodara (19),83,1584,719,865,505,225,280,1079,494,585
487,District - Narmada (20),83,132,57,75,107,44,63,25,13,12
488,District - Bharuch (21),83,486,257,229,314,172,142,172,85,87
489,District - The Dangs (22),83,29,14,15,27,14,13,2,0,2
490,District - Navsari   (23),83,781,385,396,520,255,265,261,130,131
491,District - Valsad (24),83,576,305,271,343,176,167,233,129,104
492,District - Surat (25),83,1676,844,832,468,243,225,1208,601,607
493,District - Tapi (26),83,238,112,126,206,99,107,32,13,19
468,District - Kachchh (01),84,686,287,399,394,155,239,292,132,160
469,District - Banas Kantha (02),84,491,208,283,384,154,230,107,54,53
470,District - Patan   (03),84,350,152,198,251,97,154,99,55,44
471,District - Mahesana (04),84,689,302,387,436,196,240,253,106,147
472,District - Sabar Kantha (05),84,660,307,353,535,255,280,125,52,73
473,District - Gandhinagar (06),84,436,190,246,208,97,111,228,93,135
474,District - Ahmadabad (07),84,3098,1380,1718,328,146,182,2770,1234,1536
475,District - Surendranagar (08),84,607,270,337,387,174,213,220,96,124
476,District - Rajkot (09),84,1565,697,868,654,286,368,911,411,500
477,District - Jamnagar (10),84,827,360,467,419,159,260,408,201,207
478,District - Porbandar  (11),84,189,94,95,78,33,45,111,61,50
479,District - Junagadh (12),84,875,380,495,562,243,319,313,137,176
480,District - Amreli (13),84,718,323,395,548,243,305,170,80,90
481,District - Bhavnagar (14),84,1079,475,604,600,255,345,479,220,259
482,District - Anand   (15),84,727,351,376,413,201,212,314,150,164
483,District - Kheda (16),84,717,313,404,458,200,258,259,113,146
484,District - Panch Mahals (17),84,608,280,328,489,229,260,119,51,68
485,District - Dohad   (18),84,420,157,263,336,120,216,84,37,47
486,District - Vadodara (19),84,1626,765,861,538,240,298,1088,525,563
487,District - Narmada (20),84,169,83,86,150,75,75,19,8,11
488,District - Bharuch (21),84,559,242,317,361,164,197,198,78,120
489,District - The Dangs (22),84,20,11,9,17,11,6,3,0,3
490,District - Navsari   (23),84,721,347,374,495,237,258,226,110,116
491,District - Valsad (24),84,593,275,318,343,157,186,250,118,132
492,District - Surat (25),84,1708,787,921,463,225,238,1245,562,683
493,District - Tapi (26),84,286,138,148,252,118,134,34,20,14
468,District - Kachchh (01),85,2085,744,1341,1490,564,926,595,180,415
469,District - Banas Kantha (02),85,2382,978,1404,2017,855,1162,365,123,242
470,District - Patan   (03),85,1422,599,823,1105,475,630,317,124,193
471,District - Mahesana (04),85,2726,1095,1631,2169,912,1257,557,183,374
472,District - Sabar Kantha (05),85,2644,1190,1454,2320,1074,1246,324,116,208
473,District - Gandhinagar (06),85,1468,581,887,919,381,538,549,200,349
474,District - Ahmadabad (07),85,6726,2705,4021,1177,492,685,5549,2213,3336
475,District - Surendranagar (08),85,2164,900,1264,1618,702,916,546,198,348
476,District - Rajkot (09),85,5197,2042,3155,2714,1135,1579,2483,907,1576
477,District - Jamnagar (10),85,2881,1286,1595,1853,846,1007,1028,440,588
478,District - Porbandar  (11),85,662,271,391,376,154,222,286,117,169
479,District - Junagadh (12),85,3971,1690,2281,2944,1277,1667,1027,413,614
480,District - Amreli (13),85,2851,1228,1623,2330,1012,1318,521,216,305
481,District - Bhavnagar (14),85,3816,1643,2173,2582,1146,1436,1234,497,737
482,District - Anand   (15),85,1961,755,1206,1397,554,843,564,201,363
483,District - Kheda (16),85,2096,942,1154,1607,759,848,489,183,306
484,District - Panch Mahals (17),85,2003,921,1082,1765,825,940,238,96,142
485,District - Dohad   (18),85,1222,537,685,1056,477,579,166,60,106
486,District - Vadodara (19),85,3450,1417,2033,1676,741,935,1774,676,1098
487,District - Narmada (20),85,402,186,216,340,166,174,62,20,42
488,District - Bharuch (21),85,1147,463,684,763,321,442,384,142,242
489,District - The Dangs (22),85,73,33,40,59,28,31,14,5,9
490,District - Navsari   (23),85,1477,578,899,1036,435,601,441,143,298
491,District - Valsad (24),85,1250,528,722,790,345,445,460,183,277
492,District - Surat (25),85,3919,1496,2423,1030,383,647,2889,1113,1776
493,District - Tapi (26),85,576,254,322,506,234,272,70,20,50
468,District - Kachchh (01),86,672,276,396,444,183,261,228,93,135
469,District - Banas Kantha (02),86,570,247,323,485,211,274,85,36,49
470,District - Patan   (03),86,318,129,189,229,93,136,89,36,53
471,District - Mahesana (04),86,533,250,283,361,180,181,172,70,102
472,District - Sabar Kantha (05),86,612,281,331,508,233,275,104,48,56
473,District - Gandhinagar (06),86,371,157,214,218,89,129,153,68,85
474,District - Ahmadabad (07),86,2768,1263,1505,314,148,166,2454,1115,1339
475,District - Surendranagar (08),86,614,270,344,400,176,224,214,94,120
476,District - Rajkot (09),86,1811,791,1020,820,363,457,991,428,563
477,District - Jamnagar (10),86,947,404,543,574,237,337,373,167,206
478,District - Porbandar  (11),86,257,118,139,137,64,73,120,54,66
479,District - Junagadh (12),86,1088,507,581,735,340,395,353,167,186
480,District - Amreli (13),86,746,328,418,586,257,329,160,71,89
481,District - Bhavnagar (14),86,1124,480,644,687,293,394,437,187,250
482,District - Anand   (15),86,657,296,361,410,191,219,247,105,142
483,District - Kheda (16),86,691,318,373,482,232,250,209,86,123
484,District - Panch Mahals (17),86,611,295,316,511,248,263,100,47,53
485,District - Dohad   (18),86,408,184,224,348,158,190,60,26,34
486,District - Vadodara (19),86,1369,617,752,497,232,265,872,385,487
487,District - Narmada (20),86,137,80,57,121,73,48,16,7,9
488,District - Bharuch (21),86,481,221,260,328,153,175,153,68,85
489,District - The Dangs (22),86,29,15,14,24,13,11,5,2,3
490,District - Navsari   (23),86,667,285,382,469,201,268,198,84,114
491,District - Valsad (24),86,524,259,265,316,161,155,208,98,110
492,District - Surat (25),86,1617,731,886,446,192,254,1171,539,632
